model,Gsolv,timing
621,-1673.693238,6.79
622,-1569.6236689999998,6.46
623,-1648.2626449999998,6.56
624,-1622.700777,6.55
625,-1546.387994,6.76
626,-1612.7947654999998,6.85
627,-1536.5975045,7.0
628,-1572.9160459999998,6.81
629,-1595.2879314999998,7.02
630,-1549.9849290000002,6.46
631,-1608.2789055,6.63
632,-1560.6995945,6.83
633,-1574.412581,6.6
634,-1588.737309,6.36
635,-1621.8317365,6.49
636,-1622.748036,6.63
637,-1638.495785,6.36
638,-1603.2694515,6.83
639,-1638.6506895000002,6.66
640,-1687.1988099999999,7.02
641,-1633.1266375000002,7.17
642,-1674.8353305,7.2
643,-1640.3520135,7.07
644,-1661.867986,6.8
645,-1641.903684,7.31
646,-1675.667614,6.87
647,-1640.5909339999998,7.09
648,-1661.9861335,7.01
649,-1654.5192115,7.25
650,-1673.173389,7.09
651,-1645.7973005000001,7.07
652,-1628.707921,7.22
653,-1646.6847195,7.1
654,-1723.856041,7.25
655,-1638.333004,7.2
656,-1668.883322,7.36
657,-1659.111211,7.16
658,-1641.2394325,7.32
659,-1697.548531,7.08
660,-1693.3451055,7.23
661,-1677.7863925000001,7.28
662,-1657.7118195,6.9
663,-1687.51387,7.12
664,-1651.1848264999999,7.13
665,-1696.9210365,7.22
666,-1665.554188,7.42
667,-1589.9896725,7.68
668,-1605.4249869999999,7.08
669,-1644.2403789999998,7.06
670,-1626.9829675,7.11
671,-1623.094602,6.83
672,-1640.9952609999998,7.14
673,-1656.890038,7.14
674,-1675.1503905,7.57
675,-1626.050915,7.67
676,-1606.832255,7.28
677,-1562.7474845000002,7.81
678,-1619.0749615,7.66
679,-1662.660887,7.28
680,-1627.053856,7.21
681,-1599.8746800000001,7.58
682,-1625.1241135,7.55
683,-1618.615499,7.46
684,-1642.995892,7.35
685,-1647.6193975,7.42
686,-1582.6067664999998,7.19
687,-1547.2622855,7.17
688,-1608.491571,7.32
689,-1581.3412755,7.59
690,-1622.201932,7.05
691,-1569.119573,7.25
692,-1629.4404355,7.27
693,-1613.9762405000001,7.13
694,-1565.8508255,7.44
695,-1626.481497,7.4
696,-1612.9102875,7.08
697,-1555.6848894999998,7.58
698,-1621.6820830000001,7.68
699,-1659.0613265,7.51
700,-1614.4383285,7.79
701,-1637.4114535,7.6
702,-1639.6798855,7.5
703,-1571.9734915,7.4
704,-1635.9096675,7.72
705,-1679.6609995000001,7.37
706,-1625.5914525,7.54
707,-1640.1314715,7.4
708,-1627.4266770000002,7.52
709,-1633.5414665,7.49
710,-1627.820502,7.2
711,-1636.4295165,7.39
712,-1632.2050869999998,7.53
713,-1627.3505375,7.59
714,-1599.3312015,7.53
715,-1583.460054,7.51
716,-1553.7787764999998,7.74
717,-1649.2760879999998,7.43
718,-1628.104056,7.69
719,-1634.935607,7.53
720,-1683.0610219999999,7.5
721,-1564.6851035,7.36
722,-1494.9045644999999,7.11
723,-1629.4194315,7.26
724,-1618.5918694999998,7.19
725,-1573.3702575000002,7.33
726,-1598.5540535,7.23
727,-1627.75749,7.24
728,-1616.5045969999999,7.12
729,-1646.797616,7.33
730,-1661.5056670000001,7.44
731,-1636.7445765,7.61
732,-1668.5971424999998,7.96
733,-1637.6897565,7.98
734,-1636.1879705000001,7.78
735,-1601.2451910000002,7.79
736,-1608.0373595,7.7
737,-1614.4750855000002,7.47
738,-1599.71715,7.25
739,-1582.7800495,7.69
740,-1598.5067945,7.58
741,-1599.1159105000002,7.5
742,-1585.2742745,7.33
743,-1650.0742400000001,7.29
744,-1642.8672425000002,7.61
745,-1693.400241,7.56
746,-1578.928441,7.63
747,-1630.535269,7.37
748,-1646.9420185000001,7.41
749,-1633.244785,7.7
750,-1617.407769,7.32
751,-1654.4561995,7.29
752,-1593.46846,7.2
753,-1633.1633945,7.48
754,-1668.132429,7.82
755,-1645.8288065,7.52
756,-1676.9514835,7.61
757,-1663.3461424999998,7.45
758,-1655.9264795,7.63
759,-1640.5384239999998,7.38
760,-1631.6904889999998,7.51
761,-1688.112484,7.71
762,-1707.5070525,7.79
763,-1680.540542,8.0
764,-1737.8263265,7.72
765,-1646.918389,7.61
766,-1706.9399445000001,7.83
767,-1654.7371280000002,7.86
768,-1682.7695915,7.57
769,-1669.9519005000002,7.6
770,-1672.2885955,7.59
771,-1661.6605715,7.65
772,-1704.5166080000001,7.78
773,-1659.6809445000001,7.92
774,-1678.6291780000001,7.66
775,-1687.771169,7.77
776,-1700.3971984999998,8.05
777,-1739.3884990000001,8.07
778,-1722.7297015,7.83
779,-1724.2498659999999,7.16
780,-1745.495412,7.69
781,-1729.0886625,7.92
782,-1643.8833109999998,7.86
783,-1654.2881675,7.54
784,-1706.3859639999998,7.44
785,-1695.9548524999998,7.19
786,-1693.9909785,7.16
787,-1662.6530105000002,7.48
788,-1707.131606,7.77
789,-1645.1908099999998,7.39
790,-1689.9792145,7.69
791,-1731.3203375,7.74
792,-1758.853956,7.56
793,-1727.5474940000001,7.67
794,-1664.4173465000001,7.75
795,-1711.789243,7.66
796,-1685.9464465,7.54
797,-1723.288933,7.49
798,-1668.5656364999998,8.13
799,-1661.306129,8.18
800,-1708.3760929999999,7.88
801,-1683.3944605000002,8.02
802,-1664.1337925,8.1
803,-1684.2398715,7.88
804,-1635.838779,7.84
805,-1712.8814510000002,7.72
806,-1633.349805,7.71
807,-1631.753501,7.7
808,-1654.6557375,7.67
809,-1676.6626785,7.8
810,-1701.9331160000002,7.47
811,-1573.5802975000001,7.24
812,-1597.3725785000001,7.54
813,-1605.4302380000001,8.03
814,-1667.4392970000001,7.88
815,-1667.806867,7.85
816,-1676.308236,8.21
817,-1703.245866,8.1
818,-1681.9189294999999,8.24
819,-1684.1978634999998,7.95
820,-1688.1781215,8.13
821,-1663.9237524999999,8.11
822,-1644.4504189999998,7.93
823,-1646.340779,7.78
824,-1622.427725,7.79
825,-1694.4110585,8.14
826,-1674.559653,7.9
827,-1697.905599,8.06
828,-1730.8950065000001,7.98
829,-1757.4440625000002,8.19
830,-1776.555077,8.22
831,-1690.443928,7.85
832,-1740.848277,8.31
833,-1711.7052270000001,8.16
834,-1751.591823,8.34
835,-1728.7420965,7.98
836,-1768.174481,8.38
837,-1751.8412455,8.46
838,-1747.4829155,8.31
839,-1759.3396735000001,8.16
840,-1740.0895075,7.84
841,-1659.4709045000002,7.94
842,-1688.1833725,7.91
843,-1732.2970235,7.98
844,-1715.2627795,8.05
845,-1751.4001615,8.01
846,-1695.474386,8.33
847,-1747.9975135,8.38
848,-1751.0457190000002,8.33
849,-1710.781051,8.24
850,-1717.6966180000002,8.19
851,-1639.3411959999999,7.86
852,-1686.2194985,7.86
853,-1633.733128,7.86
854,-1591.310299,7.83
855,-1659.037697,7.92
856,-1636.201098,7.6
857,-1621.7923540000002,7.74
858,-1651.9882295,7.86
859,-1605.2622059999999,7.57
860,-1612.1173865,7.85
861,-1603.560882,8.06
862,-1600.9222545000002,7.88
863,-1590.0789395,7.95
864,-1595.8917965,7.79
865,-1587.5033239999998,8.17
866,-1598.5829339999998,7.85
867,-1609.016671,7.92
868,-1614.78752,7.91
869,-1647.1861900000001,8.12
870,-1628.6265305,8.0
871,-1640.5069179999998,8.25
872,-1650.4601885000002,8.0
873,-1636.2667355,8.17
874,-1674.8878405,8.3
875,-1619.5029180000001,7.76
876,-1626.2819590000001,7.8
877,-1567.7543130000001,8.02
878,-1613.968364,7.73
879,-1609.121691,8.26
880,-1559.2765735,7.96
881,-1539.7901124999999,8.07
882,-1615.9611185,8.11
883,-1641.0293925,8.35
884,-1582.5043719999999,7.98
885,-1614.7087549999999,8.57
886,-1660.2900605,7.97
887,-1625.426046,8.05
888,-1497.0574745000001,7.97
889,-1584.200445,8.22
890,-1588.5824045,7.67
891,-1572.2229140000002,7.65
892,-1576.2924389999998,7.82
893,-1581.5355625,7.82
894,-1553.377075,7.7
895,-1580.9133189999998,7.8
896,-1616.383824,8.02
897,-1595.059513,7.97
898,-1544.8205705,8.11
899,-1582.7984279999998,7.81
900,-1656.5802290000001,7.95
901,-1629.1988895,8.25
902,-1639.8978020000002,8.6
903,-1671.6059655000001,8.7
904,-1724.911492,8.63
905,-1571.5376585,8.21
906,-1587.7159895,8.0
907,-1637.6109915,8.26
908,-1662.708146,8.35
909,-1691.5860205,8.63
910,-1693.6391615,8.49
911,-1653.0594334999998,8.47
912,-1649.8300685000002,8.23
913,-1662.5374884999999,8.4
914,-1651.255715,8.38
915,-1640.1367225,8.3
916,-1637.7869,8.03
917,-1624.4204794999998,8.16
918,-1742.4524574999998,8.55
919,-1723.966312,8.53
920,-1714.5328905000001,8.49
921,-1665.0159605000001,8.77
922,-1720.589919,8.5
923,-1677.489711,8.46
924,-1661.3507625,8.33
925,-1660.670758,8.96
926,-1681.254678,8.69
927,-1726.1691065,8.65
928,-1684.8017285,8.22
929,-1651.4788825,8.3
930,-1676.0456860000002,8.24
931,-1704.973445,8.87
932,-1755.2937780000002,7.98
933,-1740.2522885,8.25
934,-1754.0492909999998,8.49
935,-1732.9245179999998,8.37
936,-1701.980375,7.99
937,-1687.939201,8.07
938,-1758.853956,8.15
939,-1706.5067370000002,8.51
940,-1725.116281,8.42
941,-1744.6841324999998,8.7
942,-1787.9576235,8.36
943,-1709.0692250000002,8.55
944,-1702.894049,8.3
945,-1660.7573995,8.05
946,-1746.771405,8.21
947,-1726.450035,8.24
948,-1681.375451,8.12
949,-1687.8578105,8.08
950,-1658.349816,7.94
951,-1643.4238485,7.87
952,-1692.5259495,7.69
953,-1716.3576130000001,7.87
954,-1635.429201,7.97
955,-1641.0425200000002,7.86
956,-1683.7410264999999,7.96
957,-1697.6194194999998,7.77
958,-1680.0994580000001,8.1
959,-1787.5322924999998,8.42
960,-1769.4636015,8.05
961,-1737.1752025,8.26
962,-1700.1215209999998,8.87
963,-1694.1406319999999,8.72
964,-1711.889012,8.27
965,-1680.4670279999998,8.27
966,-1615.4465205000001,8.31
967,-1671.8317585,8.63
968,-1689.756047,8.33
969,-1612.981176,8.2
970,-1709.2398825,8.32
971,-1730.7033450000001,7.84
