model,Gsolv,timing
575,-32.162375000000004,0.07
576,-31.989092,0.06
577,-33.0471685,0.08
578,-31.9812155,0.07
579,-31.0727925,0.09
580,-32.6218375,0.07
581,-32.540447,0.09
582,-34.0396075,0.08
583,-32.8108735,0.07
584,-32.3277815,0.08
585,-31.206693,0.05
586,-31.983841,0.09
587,-32.4222995,0.08
588,-32.351411,0.07
589,-31.7396695,0.08
590,-31.983841,0.07
591,-31.742295,0.09
592,-31.227697,0.06
593,-31.416732999999997,0.08
594,-30.760358000000004,0.08
595,-32.8266265,0.07
596,-32.24114,0.06
597,-32.855507,0.07
598,-31.6556535,0.09
599,-32.718981,0.08
600,-31.1988165,0.1
601,-29.9858355,0.08
602,-32.372415000000004,0.06
603,-31.298585499999998,0.06
604,-31.671406500000003,0.08
605,-33.3569775,0.08
606,-32.209634,0.06
607,-30.744605,0.07
608,-32.34616,0.08
609,-30.912637,0.07
610,-31.574263000000002,0.08
611,-30.833872,0.08
612,-32.9106425,0.08
613,-30.959896,0.07
614,-30.623832000000004,0.08
615,-32.456431,0.06
616,-32.7373595,0.08
617,-32.8213755,0.06
618,-31.605769,0.08
619,-32.692726,0.07
620,-32.4170485,0.15
621,-31.379976000000003,0.07
622,-31.910327,0.13
623,-31.8656935,0.07
624,-32.60871,0.08
625,-33.265085,0.06
626,-32.154498499999995,0.08
627,-32.598208,0.06
628,-32.1807535,0.07
629,-32.1807535,0.08
630,-32.0337255,0.07
631,-32.401295499999996,0.08
632,-31.337968,0.08
633,-32.0311,0.08
634,-34.496444499999996,0.08
635,-35.607031,0.06
636,-36.951287,0.07
637,-35.848577,0.08
638,-36.147884000000005,0.07
639,-34.913899,0.08
640,-35.906338000000005,0.08
641,-32.7531125,0.06
642,-31.9917175,0.09
643,-32.792494999999995,0.08
644,-32.6480925,0.08
645,-32.007470500000004,0.08
646,-32.850256,0.08
647,-32.08361,0.07
648,-32.824000999999996,0.08
649,-30.6474615,0.08
650,-32.199132,0.08
651,-31.227697,0.04
652,-32.2227615,0.08
653,-31.020282500000004,0.09
654,-32.4328015,0.05
655,-31.529629500000002,0.07
656,-32.81875,0.07
657,-33.569643,0.06
658,-31.421984,0.08
659,-31.2723305,0.08
660,-31.398354499999996,0.06
661,-33.364854,0.09
662,-32.2017575,0.08
663,-32.167626,0.07
664,-32.81875,0.07
665,-32.325156,0.07
666,-31.931330999999997,0.07
667,-30.9572705,0.06
668,-32.6585945,0.08
669,-33.3254715,0.07
670,-32.351411,0.06
671,-31.97859,0.08
672,-33.207324,0.05
673,-32.802997,0.08
674,-33.700918,0.07
675,-32.6480925,0.07
676,-30.618581000000002,0.07
677,-32.128243499999996,0.09
678,-31.2513265,0.09
679,-32.369789499999996,0.06
680,-32.7951205,0.08
681,-31.4771195,0.08
682,-31.842064,0.08
683,-33.070797999999996,0.06
684,-31.726542,0.08
685,-34.099993999999995,0.08
686,-31.2303225,0.08
687,-31.7659245,0.05
688,-32.4853115,0.07
689,-33.2099495,0.08
690,-32.1650005,0.05
691,-30.854876,0.08
692,-31.490247,0.06
693,-31.1410555,0.07
694,-32.435427000000004,0.07
695,-33.5302605,0.08
696,-32.0311,0.07
697,-33.1311845,0.06
698,-32.787244,0.1
699,-32.887013,0.07
700,-31.931330999999997,0.06
701,-32.669096499999995,0.07
702,-31.427235,0.08
703,-31.7396695,0.06
704,-33.065546999999995,0.07
705,-31.671406500000003,0.09
706,-33.3884835,0.07
707,-30.303521,0.07
708,-33.3044675,0.07
709,-33.1574395,0.07
710,-31.500749,0.09
711,-32.280522500000004,0.06
712,-33.742926000000004,0.08
713,-32.120367,0.07
714,-31.6609045,0.05
715,-31.789554000000003,0.06
716,-31.059665,0.06
717,-31.4771195,0.11
718,-34.412428500000004,0.08
719,-33.312343999999996,0.07
720,-32.787244,0.07
721,-32.923770000000005,0.08
722,-32.676973000000004,0.06
723,-32.372415000000004,0.08
724,-31.5506335,0.07
725,-32.800371500000004,0.06
726,-31.821060000000003,0.06
727,-33.506631,0.09
728,-29.9700825,0.07
729,-31.180438,0.06
730,-32.831877500000004,0.05
731,-31.288083500000003,0.08
732,-31.120051500000002,0.06
733,-32.235889,0.07
734,-30.539816,0.06
735,-32.456431,0.08
736,-31.571637499999998,0.06
737,-31.395729,0.07
738,-32.1072395,0.07
739,-33.4514955,0.08
740,-30.857501499999998,0.07
741,-31.705538,0.08
742,-31.8866975,0.07
743,-31.891948499999998,0.05
744,-32.0704825,0.08
745,-30.282517000000002,0.07
746,-32.096737499999996,0.08
747,-34.068488,0.09
748,-31.424609500000003,0.08
749,-32.204383,0.07
750,-32.550948999999996,0.08
751,-32.414423,0.06
752,-32.120367,0.08
753,-32.367164,0.07
754,-31.2933345,0.09
755,-31.500749,0.06
756,-31.206693,0.05
757,-31.2040675,0.09
758,-31.4088565,0.08
759,-31.096422,0.08
760,-30.093481,0.07
761,-30.986151,0.09
762,-31.222445999999998,0.08
763,-31.243450000000003,0.06
764,-31.243450000000003,0.08
765,-32.424925,0.08
766,-31.2040675,0.06
767,-31.763299,0.07
768,-30.319273999999997,0.06
769,-33.569643,0.08
770,-33.223077,0.06
771,-34.787875,0.09
772,-32.997284,0.07
773,-33.1784435,0.07
774,-32.7373595,0.08
775,-31.374725,0.06
776,-33.217826,0.06
777,-32.860758,0.08
778,-32.7373595,0.06
779,-32.314654,0.08
780,-33.2624595,0.07
781,-31.1463065,0.07
782,-33.826942,0.07
783,-31.374725,0.07
784,-32.708479000000004,0.06
785,-31.994343,0.09
786,-32.335658,0.07
787,-31.7449205,0.07
788,-32.1702515,0.08
789,-31.253951999999998,0.08
790,-32.934272,0.09
791,-31.096422,0.07
