model,Gsolv,timing
781,-3559.857689,33.22
782,-3534.6397615,32.43
783,-3506.602047,32.65
784,-3553.073397,32.78
785,-3501.3484215,32.75
786,-3538.417856,33.12
787,-3545.511957,32.35
788,-3518.080733,32.68
789,-3523.5391474999997,34.61
790,-3554.0710870000003,33.92
791,-3645.196941,33.26
792,-3572.1424035,34.25
793,-3583.4556829999997,33.37
794,-3638.008322,33.71
795,-3575.274625,32.59
796,-3520.9976635000003,32.96
797,-3573.3055,33.36
798,-3609.3404875,33.22
799,-3535.592818,34.16
800,-3572.328814,33.45
801,-3595.8716725,33.62
802,-3598.0980965000003,33.75
803,-3622.649147,33.74
804,-3555.226307,33.56
805,-3522.9589119999996,33.57
806,-3534.432347,32.95
807,-3567.613416,33.19
808,-3534.484857,33.21
809,-3561.3962319999996,32.91
810,-3570.4043225,34.05
811,-3668.584895,33.75
812,-3589.0296195,34.1
813,-3538.2787045,32.95
814,-3534.4244704999996,32.86
815,-3518.0124699999997,33.56
816,-3640.250499,32.95
817,-3543.889398,32.77
818,-3481.7516895,33.62
819,-3523.168952,33.59
820,-3525.2719775,34.31
821,-3539.205506,34.14
822,-3601.08329,33.85
823,-3524.303168,34.67
824,-3549.57098,33.17
825,-3482.773009,33.24
826,-3543.4378119999997,33.75
827,-3556.4839214999997,32.78
828,-3532.8307919999997,32.95
829,-3539.9590245,32.84
830,-3444.5247249999998,33.42
831,-3432.7756124999996,33.32
832,-3482.022116,33.52
833,-3443.8657245,32.84
834,-3597.9090605,33.96
835,-3541.300655,34.86
836,-3461.8451484999996,32.76
837,-3480.6437284999997,32.95
838,-3495.107608,33.26
839,-3407.42641,32.79
840,-3448.7334015,32.5
841,-3489.8067235,32.26
842,-3484.589855,32.89
843,-3436.600966,32.24
844,-3552.9920065,33.27
845,-3576.755407,32.81
846,-3534.243311,32.74
847,-3454.905952,32.89
848,-3502.1308205,32.02
849,-3423.1610315000003,32.01
850,-3479.2548389999997,32.35
851,-3493.3117660000003,32.33
852,-3453.1941260000003,32.52
853,-3501.6844855,32.33
854,-3432.100859,33.01
855,-3502.1938325,33.01
856,-3352.0204835000004,33.2
857,-3333.775884,33.2
858,-3471.4229725,33.83
859,-3456.2239529999997,33.68
860,-3537.54619,33.41
861,-3405.231492,34.38
862,-3494.130922,33.96
863,-3443.5874215,34.18
864,-3452.6874045,34.17
865,-3398.6178575,34.68
866,-3362.5513640000004,32.97
867,-3382.457905,34.27
868,-3397.1003185,33.81
869,-3435.4483714999997,33.34
870,-3443.033441,33.15
871,-3378.0076825,33.16
872,-3410.1306750000003,32.67
873,-3421.5804805,33.81
874,-3339.5020995,33.6
875,-3412.5172545000005,33.34
876,-3363.3783965,33.36
877,-3416.51064,32.89
878,-3411.422421,31.61
879,-3529.2154785,31.49
880,-3470.128601,31.16
881,-3444.782024,32.44
882,-3422.5230349999997,32.81
883,-3414.5126345,31.55
884,-3411.4670545,31.81
885,-3483.3742485,33.51
886,-3455.7277335,34.27
887,-3400.2666715,33.16
888,-3462.5697865,33.66
889,-3540.8149375,33.23
890,-3477.6349055,33.99
891,-3386.285884,32.83
892,-3302.086099,32.64
893,-3367.702595,33.44
894,-3367.6684635,33.42
895,-3398.100634,32.83
896,-3391.3268439999997,34.02
897,-3432.594453,32.82
898,-3375.3848080000002,32.76
899,-3378.524906,32.39
900,-3420.7245675000004,33.16
901,-3372.1685705,32.04
902,-3459.3824295,32.6
903,-3477.1675665000002,32.37
904,-3495.028843,33.12
905,-3553.393708,33.04
906,-3577.8397385,34.66
907,-3514.6387025,34.16
908,-3520.9504045,33.58
909,-3542.6239069999997,33.24
910,-3526.135767,32.63
911,-3523.5732789999997,33.05
912,-3543.9077765,33.36
913,-3441.5815395,33.38
914,-3530.50985,33.14
915,-3462.0919455,33.7
916,-3513.6620165,33.9
917,-3517.618645,34.15
918,-3540.90683,33.4
919,-3511.7664055,33.36
920,-3598.1085985,33.11
921,-3572.397077,34.24
922,-3482.0247415,33.7
923,-3584.4980064999995,33.59
924,-3497.6674704999996,33.02
925,-3456.307969,32.82
926,-3507.153402,32.54
927,-3595.2047955,32.35
928,-3427.8606765,33.34
929,-3483.7995794999997,33.81
930,-3462.9793644999995,34.4
931,-3500.804943,33.03
932,-3531.8304765,33.33
933,-3454.590892,33.05
934,-3344.9552630000003,32.52
935,-3465.5523545,33.04
936,-3472.0714709999997,33.23
937,-3470.4357845000004,33.45
938,-3450.9808295,34.13
939,-3609.5977864999995,34.7
940,-3507.6863785,33.72
941,-3532.0825245,34.54
942,-3541.6550975,34.3
943,-3575.5923105,34.05
944,-3507.284677,33.2
945,-3524.9569174999997,33.84
946,-3527.658557,33.63
947,-3516.2560105000002,33.65
948,-3471.714403,33.35
949,-3521.16307,33.43
950,-3552.6191855,32.44
951,-3525.3481170000005,33.33
952,-3614.468089,33.48
953,-3494.7164085,33.37
954,-3549.3635655000003,32.6
955,-3525.2352205,32.82
956,-3476.5216935,33.23
957,-3479.9085885,32.53
958,-3541.925524,33.87
959,-3518.779116,33.76
960,-3457.820257,33.35
961,-3418.721311,33.87
962,-3522.1502579999997,32.06
963,-3534.6791439999997,32.35
964,-3495.3885365,33.48
965,-3484.505839,33.52
966,-3447.9037435,34.08
967,-3496.8325615000003,34.26
968,-3537.241632,34.5
969,-3438.811637,33.35
970,-3479.8718315,33.92
971,-3432.2583889999996,34.93
972,-3425.741898,33.78
973,-3476.167251,32.91
974,-3485.8133380000004,34.06
