model,Gsolv,timing
871,-18841.6618295,33.22
872,-18656.2700235,32.63
873,-18557.1836535,33.03
874,-18897.225286,32.15
875,-18821.794671,31.97
876,-19155.600741000002,33.01
877,-19295.681668,33.47
878,-19212.886525500002,33.93
879,-19281.188908,33.9
880,-18935.557586,33.46
881,-19068.252981499998,33.69
882,-19280.590293999998,34.53
883,-19044.2191545,33.97
884,-19367.4392085,33.3
885,-19223.511924,35.17
886,-19370.030576999998,34.85
887,-19154.996876,34.87
888,-19089.128332,33.99
889,-18916.685492,34.18
890,-18926.4287225,34.17
891,-19268.497241,33.33
892,-18947.487858,34.02
893,-19157.3361965,33.62
894,-19543.011644500002,35.25
895,-19366.8405945,34.26
896,-19394.6131335,34.55
897,-19031.186172499998,34.9
898,-18886.5683815,34.37
899,-18796.610875,32.73
900,-19033.2130585,34.35
901,-18866.068477499997,34.59
902,-18648.7820975,35.0
903,-18816.5462965,34.05
904,-18727.596982,33.2
905,-18642.998121,33.18
906,-19075.927318,33.34
907,-19011.1378545,34.55
908,-18842.5072405,33.73
909,-19027.36607,34.37
910,-18988.1227215,34.27
911,-18941.3940725,33.54
912,-18393.397087,33.18
913,-18684.565037,33.28
914,-18639.1307595,33.38
915,-18500.2365585,33.31
916,-18612.040850499998,33.16
917,-18550.5883975,33.27
918,-18719.935773,34.23
919,-18833.052815,33.44
920,-18663.240726,33.32
921,-18807.9819155,33.51
922,-18468.675423,34.13
923,-18511.82289,33.46
924,-18672.760789,32.9
925,-18687.274553,35.14
926,-18937.768257,34.81
927,-18467.0239835,33.15
928,-18850.066055,33.4
929,-18783.394108,33.11
930,-19122.388166,33.37
931,-19068.528659,32.83
932,-18675.3731615,31.87
933,-18845.7891155,31.83
934,-18889.21226,33.23
935,-19135.121841,33.72
936,-19051.195108,32.9
937,-19007.9609995,33.68
938,-19284.150472,33.81
939,-19165.341346,32.85
940,-18929.4165415,32.75
941,-19252.8623885,32.77
942,-18866.785239,33.15
943,-18458.638136499998,33.16
944,-18857.556606500002,32.61
945,-18545.985896000002,34.05
946,-18792.835406,34.01
947,-19276.961853,34.49
948,-19255.926347,33.71
949,-19233.1501345,33.64
950,-19408.756702,32.94
951,-19249.409856,33.77
952,-19246.582192500002,33.72
953,-19007.249489,33.85
954,-18910.736109,34.45
955,-18809.7199965,33.62
956,-18843.428791000002,34.63
957,-18861.5526175,33.9
958,-18869.8386955,34.2
959,-19020.3901165,34.94
960,-19102.019537,34.34
961,-19235.35818,34.49
962,-19165.3754775,34.91
963,-19118.9513865,34.08
964,-19526.707289500002,33.91
965,-18725.7407535,33.95
966,-18620.896662,33.16
967,-18807.154883,32.83
968,-18864.616576,32.98
969,-18679.4059295,32.98
970,-18820.1537335,32.73
971,-18880.647879,34.04
972,-18672.839554000002,32.45
973,-18465.435556,32.94
974,-18346.1197085,33.36
975,-18786.602469,33.63
976,-18768.520650500002,33.98
977,-18599.378064,33.76
978,-18768.2318455,32.44
979,-18187.04854,32.8
980,-18698.853008000002,33.34
981,-19001.2712255,33.32
982,-19002.8412745,33.3
983,-18996.6398435,33.49
984,-19077.003773,33.38
985,-19015.278268000002,33.46
986,-18985.9173015,34.4
987,-18563.398212,33.44
988,-18769.2137825,34.25
989,-18621.9284835,33.08
990,-18716.7772965,33.6
991,-18819.3240755,34.34
992,-18466.5723975,33.97
993,-18991.654019,33.9
994,-19032.5934405,32.98
995,-19363.598102,34.47
996,-19213.9367255,34.47
997,-19077.066785,33.87
998,-19295.3429785,33.89
999,-19270.510999500002,34.43
1000,-18788.9522915,34.93
